material_1,material_2,description_1,rev_1,ecn_1,description_2,model_1,owning_site_name_1,owning_group_name_1,part_type_1,prod_family_consolidated_1,prod_line_1,quality_matrix_1,quality_matrix_secs_1,uom_1,oem_vendor_1,components_1,model_2,owning_site_name_2,owning_group_name_2,part_type_2,prod_family_consolidated_2,prod_line_2,quality_matrix_2,quality_matrix_secs_2,uom_2,oem_vendor_2,components_2,api_spec_2,ecn_approve_date_2,reviewed_by_2,approved_by_2,grade_2,material_class_2,product_specification_level_2,project_desc_2,service_class_2,trim_2,weight_lbs_2,min_temp_f_2,max_temp_f_2,status_option_2,customer_vo_num_2,part_report_2,based_on_2,coating_specs_2,grease_specs_2,documents_2,material_spec_alts_2,qspec_2,weld_specs_2,pc1_2,pc2_2,pc3_2,pc4_2,serialization_2,commodity_code_2,material_type_2,material_group_2,class_num_2,is_surface_2,is_subsea_2,main_production_plant_2,main_profit_center_2,main_profit_center_description_2,main_mrp_controller_2,main_mrp_controller_desc_2,standard_cost_usd_2,part_code_2,model match,,,Related,Compatible,Notes
P546918-SLB4,P546914-SLB4,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 019.43 LG W/.25 OAL TOL 15000 CWPL 15000 CWP,B,5027585,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 027.00 LG W/.25 OAL TOL 15000 CWPL 15000 CWP,DU500020790,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",DU500020783,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",NA ,4-Oct-11,"Stroebel, Brent   ","Darby, Scott A.   ",        ,,NA      ,F515394     ,    ,STE-FLUID,33,,,UNSET   ,,  ,P546909-SLB4,,,,,Q00250,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,189.87,"/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??2:, PC10=??7:PC11=??.0:PC12=??0:PC13={N/A}:PC14=W/.25 OAL TOL:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P546918-SLB4,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P546914-SLB4,1,0,
P548555,P553173-SLB4,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 020.00 LG W/.25 OAL TOL 15000 CWPL 15000 CWP,A,5027444,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 53.00 LG 15000 CWP FINISH; SLB4ISH; SLB4,DU500023081,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE    ,6QM5001       ,6QM5001_314.0,EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",DU500027628,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",NA ,8-Jan-14,"Mohn, Alan   ","Darby, Scott A.   ",        ,,NA      ,F517582     ,    ,STE-FLUID,48,,,RELEASED  ,,  ,P553173,,,,,Q50224,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,302.43,"/flowline/pup_joint_assy.dat:PC1=2:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N/A}:PC9=5:P, C10=??3:PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17=FINISH; SLB4:PC18={N/A}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P548555,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P553173-SLB4,1,0,
3255328-BLUE,P513170,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 036.00 LG 15000 CWP FINISH; BLUENISH; BLUE,B,5E+11,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 019.50 LG 15000 CWP,DM500000884,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,,,EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840",DM500000884,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,,,EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840", ,1-Nov-05,"Stroebel, Brent   ","Soltau, James   ",        ,,      ,F58578     ,    ,,28.7,,,  ,,  ,P512816,,,,,,,,,,,NO,EX,1,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,194.08,":/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={NPST OR LPT}MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??1:PC10=??9:PC11=??.5:PC12=??0:PC13={OAL TOLERANCE}, :_PC14=15000 CWP:PK1=:, :, :",1,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255328-BLUE,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P513170,1,0,
3255522-BJ2,101167128-SLB4,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 048.00 LG 15000 CWP,B,5028761,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 30.00 LG 15000 CWP FINISH; SLB4ISH; SLB4,DU500005936,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",DU500026921,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",NA ,28-Jan-14,"Mohn, Alan   ","Darby, Scott A.   ",        ,,NA      ,F517582     ,    ,STE-FLUID,35,,,RELEASED  ,,  ,P515926,,,,,Q50224,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,242.18,"/flowline/pup_joint_assy.dat:PC1=2:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N/A}:PC9=3:P, C10=??0:PC11=??.0:PC12=??0:PC13={N/A}:PC14={OAL TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17=FINISH; SLB4:PC18={N/A}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255522-BJ2,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=101167128-SLB4,1,0,
3255523U,3255959U,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 052.00 LG 15000 CWP UNPAINTEDPAINTED,A,5E+11,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 044.00 LG 15000 CWP UNPAINTEDPAINTED,DU500011881,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312",DU500011882,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312",NA ,12-May-08,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F511721     ,    ,,43,,,UNSET   ,,  ,3255959,,,,,Q50101,,,,,,NO,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,223.79,"/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??4:PC10=??4:PC11=??.0:PC12=??0:, PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17=UNPAINTED:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255523U,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255959U,1,0,
P548552,P548551,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 087.00 LG W/.25 OAL TOL 15000 CWPL 15000 CWP,A,5027444,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 085.00 LG W/.25 OAL TOL 15000 CWPL 15000 CWP,DU500023079,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE    ,6QM5001       ,6QM5001_314.0,EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",DU500023078,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE    ,6QM5001       ,6QM5001_314.0,EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",NA ,2-Sep-11,"Soltau, James   ","Stroebel, Brent   ",        ,,NA      ,F515322     ,    ,STE-FLUID,66,,,RELEASED  ,,  ,P546919,C85051,,,,Q00250,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,302.2,"/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??8:, PC10=??5:PC11=??.0:PC12=??0:PC13={N/A}:PC14=W/.25 OAL TOL:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P548552,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P548551,1,0,
P513221,P516134,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 100.00 LG 15000 CWP,D,5041229,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 108.50 LG 15000 CWP,DU500040288,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840",DU500041604,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",NA ,24-Aug-17,"Huf, Andrew   ","Soltau, James   ",        ,,NA      ,F521121     ,    ,STE-FLUID,80,,,  ,,  ,3265358,,,"C85051,PRODUCTION,Q00250,Q50101,Q50224",,,,,,,,Q00250,EX,1,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,255.25,"/flowline/pup_joint_assy.dat:PC1=2:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8=1??:PC9=0:PC1, 0=??8:PC11=??.5:PC12=??0:PC13={N/A}:PC14={OAL TOLERANCE}:_PC15={SPECIAL REQUIREMENTS}:_PC16=15000 CWP:_PC17={N/A}:PC18={N/A}:_PC19={N/A}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P513221,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P516134,1,0,
3255325-GREEN,P515926,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 120.00 LG 15000 CWP,B,5027727,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 030.00 LG 15000 CWP,DU500005917,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,,,EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",DU500019587,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",NA ,28-Sep-10,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F514281     ,    ,STE-FLUID,35,,,UNSET   ,,  ,3263131,C85051,,,,Q00250,,,,,,Q00250,EX,1,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,202.93,"/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??3:, PC10=??0:PC11=??.0:PC12=??0:PC13={N/A}:PC14={OAL TOLERANCE} :_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255325-GREEN,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P515926,1,0,
P510602,P517523,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 18.00 LG 15000 CWP,D,5045888,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 171.00 LG 15000 CWP,DU500042935,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840",DM500000884,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,,,EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840", ,  ,   ,   ,        ,,      ,F58578     ,    ,,115.73,,,  ,,  ,3255526,,,,,,,,,,,NO,EX,1,,,1,0,5100,EFST-FPU,PUP JOINTS,77,Pending for Setup,439.3,":/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={NPST OR LPT}MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=1:PC9=??7:PC10=??1:PC11=??.0:PC12=??0:PC13={OAL TOLERANCE}, :_PC14=15000 CWP:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P510602,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P517523,1,0,
P546917-SLB1,3255522-BJ2,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 18.00 LG W/.25 OAL TOL 15000 CWP FINISH; SLB115000 CWP FINISH; SLB1,A,5033775,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 048.00 LG 15000 CWP,DU500020789,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",DU500005936,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",NA ,12-Mar-12,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F515394     ,    ,STE-FLUID,45,,,RELEASED  ,,  ,3255522-BJ1,,,,,Q00250,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,260.25,"/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??4:, PC10=??8:PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={SPECIAL REQUIREMENTS} :PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P546917-SLB1,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255522-BJ2,1,0,
3255526-BLACK,P553173,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 180.00 LG 15000 CWP FINISH; BLACKNISH; BLACK,B,5033556,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 53.00 LG 15000 CWP,DU500028298,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",DU500027628,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",NA ,8-Jan-14,"Mohn, Alan   ","Darby, Scott A.   ",        ,,NA      ,F517582     ,    ,STE-FLUID,48,,,RELEASED  ,,  ,101167007-SLB4,C85051,,,,Q50224,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,232.75,"/flowline/pup_joint_assy.dat:PC1=2:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N/A}:PC9=5:P, C10=??3:PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={N/A}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255526-BLACK,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P553173,1,0,
P514359-SLB4,3255327-SLVR,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 29.63 LG W/.25 OAL TOL 15000 CWP FINISH; SLB415000 CWP FINISH; SLB4,C,5033384,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 60.00 LG 15000 CWP FINISH; SILVERISH; SILVER,DU500010216,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",DU500005929,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",NA ,14-Jan-14,"Mohn, Alan   ","Soltau, James   ",        ,,NA      ,F517582     ,    ,STE-FLUID,52,,,RELEASED  ,,  ,,C85051,,,,Q50224,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,262.39,"/flowline/pup_joint_assy.dat:PC1=2:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N/A}:PC9=6:P, C10=??0:PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17=FINISH; SILVER:PC18={N/A}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P514359-SLB4,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255327-SLVR,1,0,
P557193,101167131-SLB4,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 36.00 LG W/.25 OAL TOL 15000 CWP15000 CWP,A,5035901,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 27.00 LG 15000 CWP FINISH; SLB4ISH; SLB4,DU500032822,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",DU500026925,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",NA ,28-Jan-14,"Mohn, Alan   ","Darby, Scott A.   ",        ,,NA      ,F517582     ,    ,STE-FLUID,33,,,RELEASED  ,,  ,3255329-SLB4,,,,,Q50224,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,235.33,"/flowline/pup_joint_assy.dat:PC1=2:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N/A}:PC9=2:P, C10=??7:PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17=FINISH; SLB4:PC18={N/A}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P557193,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=101167131-SLB4,1,0,
P502393,P534163,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 46.00 LG 15000 CWP,F,5035696,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 33.50 LG 15000 CWP,DU500010222,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",DU500005252,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",NA ,22-Jan-14,"Mohn, Alan   ","Darby, Scott A.   ",        ,,NA      ,F517582     ,    ,STE-FLUID,37,,,  ,,  ,3256342,C85051,,,,Q50224,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,212.82,"/flowline/pup_joint_assy.dat:PC1=2:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N/A}:PC9=3:P, C10=??3:PC11=??.5:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={N/A}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P502393,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P534163,1,0,
